,Unnamed: 0,country,description,designation,rating,price,province,region,title,variety,winery
79470,79470,Spain,"The nose on this pink-tinted rosé is mostly fresh, with hints of talcum powder and strawberry. The palate is starting to fade a bit, with heft and grabbiness setting in. Cherry is the key flavor, while the finish is weighty. Drink immediately or wait for the 2013.",Cune Rosado,86,12.0,Northern Spain,Rioja,cvne 2012 cune rosado rosé rioja,Rosé,CVNE
79490,79490,Spain,"With a gold color and heavy, pithy aromas that are becoming oxidized, this is a mature, highly stylized Albariño. It's also a touch flat, with flavors of bitter citrus and nectarine pit. Overall this is more leesy and mature than vital and outwardly delicious.",Balado,86,60.0,Galicia,Rías Baixas,zarate 2010 balado albariño rías baixas,Albariño,Zarate
79491,79491,Spain,"Muddled, murky initial aromas of earth and loam give way to leathery berry and stalky notes. The wine is tangy in the mouth, with red plum and berry flavors that carry aftershocks of minty oak and herbs. A modest, fresh, red-berry finish is, at most, medium in weight.",,86,13.0,Northern Spain,Navarra,zorzal 2011 graciano navarra,Graciano,Zorzal
79529,79529,Spain,"Ripe black-fruit aromas include earthy notes and a hint of roasted meat. This is powerful on the palate, with popping acidity and hard tannins. A flavor profile comprised of cherry, plum and berry fruits finishes with oak-based notes of vanilla, mocha and baking spices. This is nowhere near its peak; drink through 2027.",Laderas de Inurrieta,91,35.0,Northern Spain,Navarra,inurrieta 2012 laderas de inurrieta graciano navarra,Graciano,Inurrieta
79551,79551,Spain,"Black-fruit aromas include oaky notes of baking spices and vanilla. This Graciano is full in body, with bounce and depth. Dark-fruit flavors include chocolate and spice notes, while this is toasty and oaky but also racy and juicy on the finish. Drink through 2026.",EME Monovarietal Alavesa,91,30.0,Northern Spain,Rioja,casado morales 2011 eme monovarietal alavesa rioja,Graciano,Casado Morales
79563,79563,Spain,"The cola and licorice aromas are candied and easygoing. This feels acidic and snappy, with red cherry and berry flavors that end with a crisp, sheer, rugged feel.",Reserva,84,35.0,Levante,Utiel-Requena,finca casa lo alto 2008 reserva red utielrequena,Red Blend,Finca Casa Lo Alto
79565,79565,Spain,"This has raisin, earth, mint and dried herb aromas. It feels narrow, but concentrated, tasting of earthy tomato, baked plum and fresh green herb. It has a solid mouthfeel, with a mildly briney finish.",Crianza,84,9.0,Central Spain,La Mancha,finca vieja 2007 crianza tempranillo la mancha,Tempranillo,Finca Vieja
79576,79576,Spain,"A granular, horsey note is the greeting, and never does this truly find its sweet spot. The aromas are raisiny, while the palate is angular and acidic. Flavors of tomato, herb, tobacco and plum don't quite find their footing. The finish is thick and tastes of molasses, carob and herb.",El Vínculo,84,32.0,Central Spain,La Mancha,bodegas alejandro fernandez 2005 el vínculo tempranillo la mancha,Tempranillo,Bodegas Alejandro Fernandez
79579,79579,Spain,"This is spicy and dry on the nose, with a cheesy accent. It feels medium in body, with sharp acidity that creates a semisour flavor profile of red plum and cherry. Not overly flavorful, it concludes with a crisp, cleansing finish.",,84,12.0,Central Spain,La Mancha,finca antigua 2009 garnacha la mancha,Garnacha,Finca Antigua
79620,79620,Spain,"A treasure at this price. The nose is impeccably clean, with tropical fruit and honeyed melon aromas. Elegant in the mouth yet there's also just the right acidic pop to liven up the melon, kiwi and apple flavors. A pure, fruity ride. Treixadura, Torrontées, Loureira and Albariño comprise the blend.",,90,14.0,Galicia,Ribeiro,viña costeira 2008 white ribeiro,White Blend,Viña Costeira
79623,79623,Spain,"Full and dark, with aromas of bacon, crusty minerality, black fruits and spice. Balanced yet bullish, with integrated tannins and toasty, coffee-infused flavors that go straight to black. Long and showing additional coffee on the finish. Drinkable now.",Crianza,90,30.0,Northern Spain,Ribera del Duero,felix callejo 2007 crianza ribera del duero,Tempranillo,Felix Callejo
79624,79624,Spain,"The opening of peach, mineral, honey and wild green herbs is alluring, and the palate runs smooth and full, and also a little soft and mature. Banana, papaya and melon flavors are pretty and the finish holds its stature. Not as minerally and tight as some; this wine has sweetness and depth. Drink soon.",,90,18.0,Northern Spain,Valdeorras,gaba do xil 2007 godello valdeorras,Godello,Gaba do Xil
79628,79628,Spain,"Aromas of mineral and jammy raspberry are attractive, yet the palate seems a bit metallic and clicky, with hard to penetrate flavors of rooty fruits, vanilla, coconut and cola. Opens with airing to display secondary berry fruit flavors in front of a tough, firm finish. Nice and ripe, and ready to drink.",Furvus,89,34.0,Catalonia,Montsant,vinyes doménech 2006 furvus red montsant,Red Blend,Vinyes Doménech
79633,79633,Spain,"Rooty smelling, with cola, sarsparilla, spiced meats and leafy berry aromas. The palate is plump and soft but healthy, with round, sweet berry fruit flavors and ample spice. A generous wine that's hefty, broad and ready to drink. Impressive given that its run is 45,000 cases.",Crianza,89,29.0,Northern Spain,Ribera del Duero,matarromera 2007 crianza ribera del duero,Tempranillo,Matarromera
79688,79688,Spain,"Raw and resiny, with no peg for you to hang your hat on. The palate is sharp and short on ripeness, while the finish settles on hot. Just an aggressive wine with little polish. Not worth the price.",Javier Asensio,82,29.0,Northern Spain,Navarra,asensio 2004 javier asensio merlot navarra,Merlot,Asensio
79690,79690,Spain,"With 20% Garnacha, this Navarran Merlot carries a green and lactic streak that makes it a tough go. The palate is gigantic and oversaturated, which makes the whole clumsy and rough.",Palacio de Eza,82,12.0,Northern Spain,Navarra,tandem 2004 palacio de eza merlot navarra,Merlot,Tandem
79720,79720,Spain,"Concentrated, ripe and pure on the nose, this is toasty smelling and intense, with notes of charcoal, cassis and blackberry. A grabby, extracted but balanced and impressive palate holds flavors of coffee, toasty oak, bitter chocolate and wild berries. The finish tastes savory and fully oaked, but not overdone. Hold a few years, then drink through 2026.",Torre Muga,96,101.0,Northern Spain,Rioja,muga 2011 torre muga rioja,Tempranillo Blend,Muga
79725,79725,Spain,"Pure and crisp on the nose, this lightly oaked Mencía smells of currant, raspberry, mixed spices and herbs. It's bouncy and firm in the mouth, with pronounced acidity. Flavors of berry and currant are more generic than special, while the finish holds form as it fades away.",Palacio de Canedo Ecológico Roble,89,20.0,Northern Spain,Bierzo,prada a tope 2010 palacio de canedo ecológico roble mencía bierzo,Mencía,Prada A Tope
79729,79729,Spain,"Floral red-fruit aromas fold in herb and spice accents. This is a crisp, dry Rioja with plenty of oak character on the palate. Flavors of vanilla, wood spice, tomato and tobacco are authentic, while the finish is mellow, juicy and peppery, with a vanilla note.",Crianza,89,17.0,Northern Spain,Rioja,valdelacierva 2011 crianza rioja,Tempranillo,Valdelacierva
79751,79751,Spain,"Gold in color, this high-end Viura is cheesy, cidery and dense on the nose. Plump and resiny in feel, it offers woody flavors of baked white fruits. Hailing from a warm vintage, this goes back and forth between ripe, mealy and oaky and tense and nervy. If drinking now, expect more oak than fruit.",Capellanía,89,28.0,Northern Spain,Rioja,marqués de murrieta 2009 capellanía viura rioja,Viura,Marqués de Murrieta
79754,79754,Spain,"Opens with rubber, smoke, leather and coffee aromas, then the fruit comes in on the palate, which is juicy and correct, with tight, fresh red-fruit flavors and notes of ripe tomato and pepper flake. Finishes spicy and dry, with a crispness that'll make it 100% food-friendly.",Campo Burgo Crianza,87,13.0,Northern Spain,Rioja,marqués de campo nuble 2007 campo burgo crianza rioja,Tempranillo,Marqués de Campo Nuble
79831,79831,Spain,"Dusty peach and mild citrus aromas set this wine's plump palate up with spritz. Despite the indistinct nature of its pulpy, salty apple and citrus flavors, it's well made overall and on target. Drink now.",,89,20.0,Galicia,Rías Baixas,rectoral do mar 2016 albariño rías baixas,Albariño,Rectoral do Mar
79842,79842,Spain,"Despite its fermentation in oak, this isn't an oaky white wine. Aromas of peach pit and apple are largely neutral. The palate feels tangy and citric, while the flavors lean toward lemon. On the finish, an almond-skin element rises up amid a mix of creaminess and acidity.",Antea,84,12.0,Northern Spain,Rioja,marqués de cáceres 2012 antea viura rioja,Viura,Marqués de Cáceres
79843,79843,Spain,"Gritty, smoky aromas are slightly oxidized. This is foamy on the tongue, with flavors of mushroom, herbs and burnt berry fruits. The finish tastes herbal and rooty.",Brut Rosé,84,13.0,Catalonia,Cava,poema nv brut rosé trepat cava,Trepat,Poema
79893,79893,Spain,"This smells rubbery and a bit gamy, with meaty berry aromas. Tannic, with gaps in the mouthfeel, it has flavors of prune and herb, which are not excessively sweet or raisiny. The finish is dry, tannic and steady.",Roble,84,14.0,Northern Spain,Ribera del Duero,pradorey 2010 roble ribera del duero,Tempranillo Blend,Pradorey
79900,79900,Spain,"This is wide and sweet on the bouquet, with pear and cider aromas. It feels thick and a bit grabby, with basic apple flavor and not much more. Long on the finish, it has a decent feel if you don't mind some excess foam.",Brut,84,15.0,Catalonia,Cava,dominio de la vega nv brut sparkling cava,Sparkling Blend,Dominio de la Vega
79908,79908,Spain,"This smells rubbery and gritty, with notes of gas and leather. It feels acidic and drawing but healthy, with earthy red-berry flavors. Dry and peppy, there's still not a lot of style or character to the wine.",Banda Roja Reserva Red,84,15.0,Northern Spain,Rioja,federico paternina 2006 banda roja reserva red rioja,Tempranillo Blend,Federico Paternina
79937,79937,Spain,"Deeply fruity, jammy aromas of boysenberry, blueberry and baking spices are a bit soft. This hot-vintage wine feels wide and clampy. Jammy berry flavors mix in a hint of herbs, while the finish is lively and raw but lacks structure in the middle. Drink through 2018.",Valcortes Reserva,90,32.0,Northern Spain,Rioja,maset del lleó 2009 valcortes reserva rioja,Tempranillo,Maset del Lleó
79948,79948,Spain,"Loamy blackberry aromas register as ripe, while notes of pastry, toast and shoe polish add complexity to the nose. This single-vineyard wine displays raw power and angularity, while juicy plum flavors carry herbal, spicy elements. This lightens up a little on the finish while maintaining a raw, sinewy style that suggests aging will be beneficial. Drink through 2025.",Viña del Olivo,90,140.0,Northern Spain,Rioja,contino 2011 viña del olivo rioja,Tempranillo Blend,Contino
79970,79970,Spain,"An oily popcorn aroma is neither fresh nor lively. The palate is wide and mouthfilling, with notes of bitter almond and creamy citrus. It's viscous on the finish, but there's not much flavor or character.",Txakolina,83,19.0,Spain Other,Spain,beldui 2011 txakolina white,White Blend,Beldui
79971,79971,Spain,"Aromas of white gum drop and funky yeast set up a slightly cloying palate, with a candied flavor of pear. It transitions to notes of banana, mango and powdered sugar on the finish. A blend of Malvasia and Viura.",Diamante Semi Dulce,83,11.0,Northern Spain,Rioja,bodegas francoespañolas 2011 diamante semi dulce white rioja,White Blend,Bodegas Franco-Españolas
79974,79974,Spain,"Generic red fruit and milk chocolate aromas precede a tangy palate with a fairly high acid-to-body ratio. This tastes of tart red plum, with a hint of chocolate; it's short, crisp and quaffable. Novo Imports and Aidil Wines & Liquors.",Clisos,83,10.0,Northern Spain,Rioja,federico paternina 2010 clisos rioja,Tempranillo,Federico Paternina
79975,79975,Spain,"Scratchy berry and rubber aromas roll into a grabby, aggressive palate, with a burnt note and resiny oak overshadowing a berry flavor. The finish is rubbery and chunky.",Cuvée KPF,83,13.0,Northern Spain,Rioja,montebuena 2010 cuvée kpf rioja,Tempranillo,Montebuena
79984,79984,Spain,"This is mulchy on the nose, with a compost aroma muddling up the red-fruit component. It feels lean and scouring, with cranberry, tart raspberry and vanilla flavors. The finish is fragmented and stalky.",,83,13.0,Northern Spain,Rioja,ramón bilbao 2009 rioja,Tempranillo,Ramón Bilbao
